TOP,JUNGLE,MIDDLE,BOTTOM,SUPPORT
Urgot,Diana,Ezreal,Miss Fortune,Thresh
Mordekaiser,Rek'Sai,Katarina,Vayne,Pyke
Kled,Fiddlesticks,Irelia,Lucian,Thresh
Riven,Dr. Mundo,Lissandra,Kai'Sa,Nami
Sett,Amumu,Zed,Kalista,Thresh
Kayle,Kha'Zix,Cassiopeia,Kai'Sa,Nautilus
Camille,Graves,Viktor,Miss Fortune,Thresh
Camille,Jarvan IV,Vel'Koz,Syndra,Sett
Gangplank,Ekko,Orianna,Garen,Yuumi
Riven,Vi,Ekko,Miss Fortune,Yuumi
Fiora,Lee Sin,Zed,Kalista,Nautilus
Illaoi,Rek'Sai,Aurelion Sol,Miss Fortune,Yuumi
Irelia,Zac,Kassadin,Taliyah,Senna
Garen,Zac,Cassiopeia,Miss Fortune,Thresh
Sett,Jarvan IV,Xerath,Aphelios,Leona
Darius,Gragas,Yasuo,Veigar,Thresh
Renekton,Elise,Zed,Lucian,Pyke
Gangplank,Vi,Lux,Kai'Sa,Zilean
Riven,Jax,Syndra,Vayne,Yuumi
Nasus,Vi,Diana,Miss Fortune,Thresh
Urgot,Nocturne,Vel'Koz,Ezreal,Bard
Garen,Vi,Diana,Jhin,Pyke
Nasus,Master Yi,Ryze,Miss Fortune,Yuumi
Camille,Graves,Ahri,Kalista,Sett
Renekton,Gragas,Veigar,Miss Fortune,Thresh
Shen,Ekko,Cassiopeia,Twitch,Lulu
Renekton,Jax,Vel'Koz,Miss Fortune,Thresh
Renekton,Sejuani,Ekko,Varus,Karma
Malphite,Master Yi,Cassiopeia,Miss Fortune,Yuumi
Vladimir,Kayn,Yasuo,Miss Fortune,Yuumi
Sylas,Nunu & Willump,Corki,Xayah,Rakan
Gnar,Udyr,Lux,Caitlyn,Yuumi
Jayce,Graves,Azir,Miss Fortune,Thresh
Darius,Kha'Zix,Viktor,Ezreal,Yuumi
Renekton,Fiddlesticks,Orianna,Kalista,Thresh
Graves,Kha'Zix,LeBlanc,Kai'Sa,Janna
Rengar,Rammus,Aurelion Sol,Syndra,Morgana
Shen,Kindred,Kennen,Ezreal,Yuumi
Wukong,Lee Sin,Anivia,Vayne,Nautilus
Sett,Amumu,Zed,Jhin,Janna
Xin Zhao,Shaco,Katarina,Vayne,Sona
Cho'Gath,Kha'Zix,Pantheon,Caitlyn,Morgana
Tryndamere,Shyvana,Ekko,Ezreal,Leona
Shen,Master Yi,Malzahar,Aphelios,Yuumi
Illaoi,Jarvan IV,Syndra,Miss Fortune,Lux
Riven,Graves,Rumble,Xayah,Rakan
Shen,Jax,Syndra,Ezreal,Yuumi
Gnar,Nocturne,Viktor,Kog'Maw,Lulu
Warwick,Elise,Qiyana,Ashe,Janna
Maokai,Graves,Aurelion Sol,Vayne,Pyke
Sion,Master Yi,Vladimir,Ezreal,Yuumi
Shen,Evelynn,Talon,Ashe,Senna
Renekton,Nocturne,Diana,Ezreal,Morgana
Dr. Mundo,Vi,Ahri,Veigar,Yuumi
Kalista,Elise,LeBlanc,Ezreal,Blitzcrank
Sett,Master Yi,Lux,Caitlyn,Yuumi
Renekton,Lee Sin,Twisted Fate,Ashe,Pyke
Sion,Ekko,Vladimir,Lucian,Senna
Mordekaiser,Master Yi,Ahri,Tristana,Leona
Heimerdinger,Fiddlesticks,Zed,Ashe,Thresh
Pantheon,Teemo,Lissandra,Caitlyn,Morgana
Renekton,Hecarim,Vladimir,Kalista,Thresh
Sett,Nunu & Willump,Cassiopeia,Tahm Kench,Senna
Olaf,Rek'Sai,Lux,Lucian,Soraka
Shen,Trundle,Orianna,Tahm Kench,Senna
Darius,Fiddlesticks,Xerath,Caitlyn,Swain
Vladimir,Jarvan IV,Zed,Miss Fortune,Nautilus
Teemo,Shyvana,Zed,Vel'Koz,Varus
Camille,Kha'Zix,Syndra,Ezreal,Taric
Urgot,Olaf,Morgana,Aphelios,Nautilus
Irelia,Shyvana,Cassiopeia,Vayne,Fiddlesticks
Malphite,Master Yi,Zed,Kai'Sa,Taric
Nasus,Jax,Renekton,Vayne,Lulu
Yorick,Wukong,Ahri,Caitlyn,Nami
Gangplank,Jarvan IV,Neeko,Varus,Lulu
Mordekaiser,Karthus,Wukong,Yasuo,Morgana
Singed,Vi,Twisted Fate,Cassiopeia,Ahri
Garen,Kha'Zix,Lux,Miss Fortune,Janna
Yasuo,Elise,Fiddlesticks,Varus,Rakan
Maokai,Diana,LeBlanc,Ezreal,Rakan
Teemo,Udyr,Tryndamere,Caitlyn,Yuumi
Shen,Fiddlesticks,Diana,Caitlyn,Nautilus
Teemo,Elise,Talon,Miss Fortune,Soraka
Teemo,Rek'Sai,Veigar,Jhin,Nami
Ornn,Sejuani,Ekko,Miss Fortune,Pyke
Wukong,Rammus,Ekko,Xayah,Tahm Kench
Gangplank,Trundle,Anivia,Varus,Morgana
Illaoi,Sett,Zed,Jhin,Xerath
Nasus,Graves,Syndra,Aphelios,Nami
Yasuo,Kha'Zix,Heimerdinger,Taliyah,Thresh
Kled,Lee Sin,Irelia,Caitlyn,Yuumi
Darius,Elise,Sylas,Miss Fortune,Yuumi
Fiora,Jarvan IV,Anivia,Zoe,Senna
Malphite,Elise,Malzahar,Ezreal,Nami
Dr. Mundo,Kayn,Zed,Ashe,Yuumi
Jax,Shyvana,Vel'Koz,Miss Fortune,Yuumi
Kayle,Master Yi,Ryze,Vayne,Thresh
Malphite,Kha'Zix,Galio,Yasuo,Rakan
Fiora,Wukong,Fizz,Lucian,Yuumi
Sett,Sejuani,Zed,Jinx,Thresh
Nasus,Elise,Yasuo,Vayne,Morgana
Gnar,Warwick,Sylas,Ezreal,Yuumi
Jax,Lee Sin,Kennen,Kai'Sa,Thresh
Renekton,Pantheon,Lux,Kai'Sa,Yuumi
Urgot,Fiddlesticks,Lucian,Tristana,Blitzcrank
Gnar,Zac,Vel'Koz,Caitlyn,Thresh
Kayle,Jarvan IV,Zilean,Lucian,Yuumi
Darius,Ekko,Zed,Miss Fortune,Janna
Riven,Rengar,Ryze,Varus,Soraka
Kled,Evelynn,Sylas,Ezreal,Morgana
Darius,Ekko,Katarina,Lucian,Bard
Maokai,Elise,Irelia,Kalista,Nautilus
Ahri,Amumu,Garen,Ashe,Leona
Jax,Jarvan IV,Twisted Fate,Lucian,Yuumi
Sett,Evelynn,Diana,Ashe,Swain
Sett,Shyvana,Pantheon,Draven,Thresh
Sylas,Elise,Zed,Lucian,Nami
Garen,Zac,Qiyana,Xayah,Rakan
Kennen,Master Yi,Yasuo,Ezreal,Thresh
Wukong,Jarvan IV,Sylas,Jinx,Pyke
Tryndamere,Pantheon,Kassadin,Kai'Sa,Yuumi
Kalista,Wukong,Sylas,Ezreal,Thresh
Garen,Vi,Ornn,Kai'Sa,Senna
Darius,Jax,Zed,Caitlyn,Yuumi
Irelia,Kha'Zix,Anivia,Lucian,Janna
Mordekaiser,Shaco,Lucian,Cassiopeia,Nautilus
Sett,Wukong,Lux,Kog'Maw,Brand
Jax,Zac,Ahri,Miss Fortune,Xerath
Akali,Elise,Lux,Yasuo,Rakan
Renekton,Rek'Sai,Ahri,Varus,Thresh
Irelia,Elise,LeBlanc,Caitlyn,Yuumi
Mordekaiser,Zac,Wukong,Caitlyn,Nami
Maokai,Evelynn,Qiyana,Miss Fortune,Lux
Wukong,Jarvan IV,Twisted Fate,Varus,Lulu
Ryze,Shyvana,Vel'Koz,Xayah,Thresh
Alistar,Olaf,Twisted Fate,Ezreal,Pyke
Tryndamere,Elise,Veigar,Caitlyn,Yuumi
Malphite,Olaf,Xerath,Kai'Sa,Vel'Koz
Fiora,Wukong,Lux,Xayah,Soraka
Vayne,Master Yi,Katarina,Ezreal,Vel'Koz
Kennen,Elise,Sett,Varus,Senna
Sett,Elise,Wukong,Kalista,Nami
Quinn,Rengar,Viktor,Senna,Yuumi
Renekton,Jarvan IV,Twisted Fate,Lucian,Janna
Quinn,Shyvana,Kassadin,Kalista,Ziggs
Kayn,Wukong,Orianna,Jinx,Janna
Garen,Nocturne,Graves,Kai'Sa,Thresh
Sett,Olaf,LeBlanc,Kai'Sa,Senna
Poppy,Fiddlesticks,Fizz,Miss Fortune,Thresh
Shen,Wukong,Ahri,Vayne,Shaco
Sett,Kha'Zix,Sylas,Miss Fortune,Yuumi
Aatrox,Wukong,Yasuo,Xayah,Thresh
Malphite,Rek'Sai,Katarina,Ezreal,Zilean
Garen,Ekko,Syndra,Caitlyn,Thresh
Camille,Quinn,Qiyana,Tahm Kench,Senna
Darius,Zyra,Galio,Sivir,Lulu
Renekton,Nunu & Willump,Lux,Ezreal,Yuumi
Tryndamere,Lee Sin,Vladimir,Twitch,Rakan
Kayle,Elise,Yasuo,Jhin,Thresh
Darius,Taliyah,Cassiopeia,Jhin,Zilean
Kayle,Kha'Zix,Galio,Kalista,Lulu
Riven,Amumu,Ahri,Tristana,Karma
Tryndamere,Warwick,Irelia,Quinn,Shaco
Sett,Kindred,Xerath,Varus,Swain
Gnar,Karthus,Qiyana,Yasuo,Yuumi
Xerath,Kha'Zix,Garen,Xayah,Thresh
Cassiopeia,Rengar,Qiyana,Heimerdinger,Yuumi
Master Yi,Rengar,Galio,Jhin,Yuumi
Vladimir,Nocturne,Malzahar,Vayne,Zilean
Garen,Kayn,Fizz,Kai'Sa,Sona
Riven,Master Yi,Katarina,Lucian,Yuumi
Aatrox,Lee Sin,Cho'Gath,Lucian,Yuumi
Sylas,Kayn,Katarina,Kai'Sa,Morgana
Riven,Kayn,Cassiopeia,Twitch,Yuumi
Garen,Evelynn,Malzahar,Ashe,Lulu
Rengar,Shaco,Katarina,Lucian,Yuumi
Poppy,Jarvan IV,Zoe,Sivir,Zilean
Rengar,Ekko,Zed,Veigar,Nami
Shen,Lee Sin,Malphite,Kai'Sa,Vel'Koz
Sett,Trundle,Fizz,Kai'Sa,Janna
Darius,Ekko,Veigar,Lucian,Nami
Ryze,Rengar,Ziggs,Kai'Sa,Pyke
Nasus,Amumu,Twisted Fate,Caitlyn,Janna
Garen,Nasus,Zoe,Caitlyn,Thresh
Ornn,Shyvana,Qiyana,Jhin,Morgana
Maokai,Vi,Galio,Jinx,Braum
Rumble,Trundle,Malzahar,Miss Fortune,Yuumi
Sylas,Evelynn,Irelia,Xayah,Rakan
Vladimir,Amumu,Zed,Lucian,Karma
Renekton,Nocturne,Ahri,Caitlyn,Braum
Camille,Kha'Zix,Cassiopeia,Miss Fortune,Morgana
Camille,Karthus,Malzahar,Jinx,Morgana
Irelia,Dr. Mundo,Wukong,Twitch,Sona
Garen,Lee Sin,Zed,Cassiopeia,Thresh
Malphite,Shaco,Lissandra,Wukong,Yuumi
Kled,Morgana,LeBlanc,Jhin,Senna
Garen,Nocturne,Sylas,Kai'Sa,Thresh
Garen,Pantheon,Syndra,Jhin,Nami
Sett,Xin Zhao,Rumble,Caitlyn,Thresh
Shen,Elise,Sylas,Jhin,Senna
Poppy,Jarvan IV,Vel'Koz,Jinx,Morgana
Renekton,Jarvan IV,Ryze,Vayne,Thresh
Mordekaiser,Elise,Talon,Jinx,Morgana
Kayle,Graves,Qiyana,Kai'Sa,Yuumi
Wukong,Rammus,Cassiopeia,Twitch,Nami
Garen,Nocturne,Ryze,Vayne,Lulu
Shen,Graves,Akali,Caitlyn,Morgana
Shen,Hecarim,Galio,Ezreal,Yuumi
Akali,Gragas,Vladimir,Lucian,Nautilus
Fiora,Sett,Yasuo,Ezreal,Nautilus
Lux,Zac,Kled,Ziggs,Nami
Illaoi,Sejuani,Xerath,Ezreal,Yuumi
Maokai,Olaf,Ekko,Veigar,Thresh
Sion,Rammus,Lissandra,Aphelios,Thresh
Cho'Gath,Graves,Ekko,Jinx,Karma
Urgot,Olaf,Ahri,Tristana,Leona
Maokai,Amumu,Fizz,Senna,Thresh
Darius,Elise,Aurelion Sol,Miss Fortune,Senna
Gangplank,Jarvan IV,Vladimir,Ezreal,Thresh
Kennen,Olaf,Malzahar,Kai'Sa,Brand
Vladimir,Zac,LeBlanc,Lucian,Braum
Illaoi,Rammus,Talon,Vayne,Zilean
Gnar,Kayn,Kassadin,Miss Fortune,Yuumi
Illaoi,Master Yi,LeBlanc,Lucian,Blitzcrank
Irelia,Lee Sin,Ziggs,Ezreal,Yuumi
Aatrox,Elise,Wukong,Caitlyn,Thresh
Kayle,Rengar,Fizz,Ezreal,Zilean
Jax,Kayn,Zed,Vayne,Lulu
Riven,Rengar,Vladimir,Twitch,Nami
Maokai,Jarvan IV,Katarina,Aphelios,Thresh
Darius,Trundle,Ekko,Miss Fortune,Yuumi
Cassiopeia,Kha'Zix,Malphite,Senna,Zilean
Pantheon,Lee Sin,Rumble,Xayah,Rakan
Kled,Sejuani,Diana,Draven,Bard
Vladimir,Ivern,Morgana,Miss Fortune,Yuumi
Zilean,Nunu & Willump,Ziggs,Draven,Thresh
Wukong,Shyvana,Yasuo,Twitch,Lulu
Olaf,Elise,Aurelion Sol,Miss Fortune,Leona
Illaoi,Volibear,Vel'Koz,Vayne,Yuumi
Wukong,Brand,Yasuo,Ezreal,Rakan
Renekton,Elise,Annie,Lucian,Yuumi
Camille,Zyra,Akali,Kalista,Alistar
Yasuo,Master Yi,Neeko,Kai'Sa,Yuumi
Volibear,Master Yi,Katarina,Twitch,Thresh
Irelia,Jarvan IV,Fizz,Kai'Sa,Yuumi
Darius,Nunu & Willump,Galio,Ezreal,Yuumi
Tryndamere,Zac,Vel'Koz,Miss Fortune,Senna
Ryze,Jarvan IV,Wukong,Caitlyn,Blitzcrank
Darius,Rek'Sai,Zoe,Lucian,Tahm Kench
Darius,Ekko,Yasuo,Ezreal,Nami
Janna,Rek'Sai,Rumble,Kai'Sa,Yuumi
Viktor,Kha'Zix,Darius,Yasuo,Lulu
Sett,Warwick,Irelia,Vayne,Yuumi
Nocturne,Pantheon,Zoe,Ezreal,Lulu
Sett,Gragas,Ekko,Tristana,Nautilus
Aatrox,Rammus,Diana,Miss Fortune,Yuumi
Neeko,Ekko,Sylas,Jhin,Leona
Teemo,Kha'Zix,Annie,Kai'Sa,Yuumi
Garen,Volibear,Lux,Ezreal,Nami
Yorick,Gragas,Talon,Miss Fortune,Leona
Gnar,Kayn,Zed,Kai'Sa,Yuumi
Fiora,Evelynn,Vladimir,Kai'Sa,Yuumi
Tryndamere,Olaf,Aurelion Sol,Twitch,Nami
Sett,Rek'Sai,Katarina,Kai'Sa,Yuumi
Garen,Trundle,Annie,Caitlyn,Rakan
Kalista,Gragas,Twisted Fate,Kai'Sa,Thresh
Nasus,Olaf,Rumble,Miss Fortune,Bard
Sylas,Rek'Sai,Katarina,Caitlyn,Soraka
Maokai,Xin Zhao,Lux,Kalista,Thresh
Diana,Warwick,Talon,Yasuo,Taric
Jayce,Karthus,Galio,Xayah,Braum
Aatrox,Shaco,Syndra,Kai'Sa,Senna
Tryndamere,Warwick,Fizz,Vayne,Yuumi
Qiyana,Volibear,Vladimir,Xayah,Nami
Fiora,Lee Sin,Katarina,Ezreal,Leona
Kled,Evelynn,Viktor,Kalista,Soraka
Irelia,Lee Sin,Syndra,Jhin,Yuumi
Shen,Nidalee,Veigar,Kai'Sa,Thresh
Garen,Lee Sin,Lissandra,Caitlyn,Lulu
Irelia,Kayn,Viktor,Cassiopeia,Yuumi
Sett,Lee Sin,Annie,Yasuo,Lux
Sett,Elise,Yasuo,Kai'Sa,Leona
Aatrox,Master Yi,Veigar,Aphelios,Braum
Shen,Elise,Diana,Vayne,Bard
Aatrox,Graves,Zoe,Caitlyn,Morgana
Zilean,Olaf,Morgana,Ezreal,Yuumi
Dr. Mundo,Nocturne,Zed,Aphelios,Braum
Illaoi,Zac,Lissandra,Miss Fortune,Karma
Jax,Lee Sin,Viktor,Kai'Sa,Nami
Ryze,Warwick,Lux,Ezreal,Zac
Aatrox,Kha'Zix,Akali,Caitlyn,Nami
Ornn,Shyvana,LeBlanc,Ashe,Thresh
Darius,Jarvan IV,Viktor,Kalista,Nautilus
Garen,Lee Sin,Mordekaiser,Lucian,Nami
Yorick,Ekko,Irelia,Caitlyn,Morgana
Jax,Sejuani,Cassiopeia,Ezreal,Thresh
Kled,Lee Sin,Mordekaiser,Ashe,Yuumi
Vladimir,Lee Sin,Ryze,Draven,Karma
Zoe,Warwick,Ornn,Varus,Brand
Fiora,Zac,Akali,Tristana,Zyra
Sett,Lee Sin,Pyke,Caitlyn,Nami
Varus,Lee Sin,Lux,Tristana,Soraka
Cho'Gath,Kayn,Ryze,Ezreal,Senna
Garen,Kha'Zix,Syndra,Vayne,Lulu
Irelia,Zac,Yasuo,Ezreal,Yuumi
Gangplank,Zac,Lucian,Kai'Sa,Bard
Tahm Kench,Gragas,Aurelion Sol,Ezreal,Thresh
Teemo,Lee Sin,Yasuo,Ezreal,Brand
Riven,Rengar,Vladimir,Tahm Kench,Senna
Lucian,Amumu,Ornn,Ezreal,Yuumi
Yasuo,Sion,LeBlanc,Caitlyn,Leona
Katarina,Lee Sin,Aatrox,Caitlyn,Senna
Gnar,Sylas,Wukong,Ezreal,Nami
Garen,Pantheon,Zoe,Jhin,Leona
Jax,Jarvan IV,LeBlanc,Aphelios,Yuumi
Darius,Lee Sin,Zed,Jinx,Senna
Quinn,Volibear,Vel'Koz,Lucian,Nautilus
Aatrox,Kha'Zix,Ekko,Zyra,Senna
Galio,Jarvan IV,Vladimir,Twitch,Yuumi
Karma,Jarvan IV,Vel'Koz,Senna,Blitzcrank
Rengar,Kayn,Vladimir,Caitlyn,Morgana
Olaf,Kha'Zix,Vladimir,Kalista,Nami
Darius,Evelynn,Fizz,Yasuo,Yuumi
Kayle,Garen,Vladimir,Miss Fortune,Blitzcrank
Nasus,Diana,Xerath,Xayah,Rakan
Aatrox,Lee Sin,Vel'Koz,Caitlyn,Bard
Garen,Ekko,Talon,Jhin,Thresh
Camille,Lee Sin,Ahri,Rengar,Ivern
Vladimir,Master Yi,Graves,Ezreal,Yuumi
Gnar,Karthus,Azir,Caitlyn,Yuumi
Sett,Zac,Ekko,Tristana,Nami
Ornn,Rek'Sai,Ekko,Aphelios,Vel'Koz
Darius,Zac,Veigar,Kalista,Thresh
Sion,Olaf,Veigar,Miss Fortune,Blitzcrank
Sett,Warwick,Ekko,Lucian,Yuumi
Karma,Amumu,Yasuo,Aphelios,Nami
Sett,Xin Zhao,Orianna,Jhin,Yuumi
Kayle,Sejuani,Orianna,Jhin,Rakan
Volibear,Zac,Twisted Fate,Ezreal,Yuumi
Vladimir,Zac,Cassiopeia,Miss Fortune,Xerath
Maokai,Taliyah,Qiyana,Vayne,Thresh
Riven,Gragas,Zed,Ezreal,Senna
Darius,Ekko,Cassiopeia,Miss Fortune,Thresh
Fiora,Ekko,Yasuo,Caitlyn,Yuumi
Sett,Nocturne,Brand,Ashe,Thresh
Ornn,Amumu,Pyke,Caitlyn,Xerath
Kayle,Gragas,Ziggs,Tristana,Morgana
Irelia,Wukong,Vel'Koz,Aphelios,Nami
Mordekaiser,Pantheon,Viktor,Senna,Thresh
Garen,Shaco,Annie,Jhin,Thresh
Gnar,Vi,Orianna,Braum,Senna
Darius,Shaco,Orianna,Jhin,Leona
Sett,Ekko,Graves,Xayah,Nami
Pyke,Sejuani,Aatrox,Lucian,Braum
Lissandra,Nidalee,Yasuo,Jhin,Leona
Rumble,Udyr,Diana,Senna,Swain
Sett,Dr. Mundo,Ahri,Miss Fortune,Thresh
Lucian,Sejuani,Orianna,Ezreal,Yuumi
Aatrox,Kha'Zix,Kassadin,Miss Fortune,Nautilus
Ornn,Dr. Mundo,Kassadin,Vayne,Yuumi
Darius,Zac,Talon,Kai'Sa,Ahri
Camille,Shyvana,Viktor,Senna,Thresh
Yorick,Olaf,Wukong,Cassiopeia,Pyke
Nasus,Vi,Malzahar,Aphelios,Thresh
Sett,Zac,Irelia,Tristana,Lulu
Tryndamere,Lee Sin,Gragas,Senna,Nami
Poppy,Kha'Zix,Cassiopeia,Aphelios,Janna
Mordekaiser,Kayn,Talon,Miss Fortune,Leona
Aatrox,Jarvan IV,Kassadin,Kai'Sa,Taric
Teemo,Kha'Zix,Wukong,Jhin,Karma
Vladimir,Rengar,Katarina,Aphelios,Thresh
Yorick,Elise,Zoe,Tristana,Nami
Aatrox,Trundle,Wukong,Ezreal,Yuumi
Rumble,Lee Sin,Cassiopeia,Miss Fortune,Janna
Mordekaiser,Ivern,Qiyana,Kai'Sa,Nami
Darius,Sejuani,Ahri,Ezreal,Morgana
Gnar,Elise,Zoe,Vayne,Janna
Jax,Elise,Sett,Xayah,Rakan
Yasuo,Sejuani,Kassadin,Miss Fortune,Yuumi
Olaf,Kha'Zix,Kassadin,Lucian,Soraka
Sett,Jarvan IV,LeBlanc,Caitlyn,Lulu
Urgot,Qiyana,Yasuo,Swain,Thresh
Teemo,Volibear,Kassadin,Aphelios,Braum
Mordekaiser,Kha'Zix,Qiyana,Swain,Thresh
Ornn,Shaco,Talon,Jhin,Nautilus
Shen,Kha'Zix,Sylas,Heimerdinger,Zilean
Teemo,Gragas,Lissandra,Caitlyn,Thresh
Yasuo,Elise,Aurelion Sol,Xayah,Rakan
Darius,Jarvan IV,Ahri,Jhin,Yuumi
Teemo,Sett,Vladimir,Jinx,Senna
Pantheon,Lee Sin,Orianna,Lucian,Thresh
Malphite,Shaco,Ahri,Tristana,Bard
Vladimir,Rammus,Qiyana,Ezreal,Swain
Mordekaiser,Jarvan IV,Sylas,Kalista,Pyke
Jax,Nunu & Willump,Diana,Tristana,Morgana
Diana,Ekko,Ziggs,Miss Fortune,Leona
Sett,Sejuani,Tristana,Corki,Thresh
Garen,Kayn,Orianna,Kai'Sa,Nami
Darius,Sejuani,Tristana,Corki,Yuumi
Lee Sin,Jax,Katarina,Ezreal,Zyra
Ryze,Vi,Zed,Tristana,Nautilus
Karma,Vi,Zed,Jhin,Thresh
Cho'Gath,Kha'Zix,Zoe,Aphelios,Morgana
Mordekaiser,Graves,Orianna,Caitlyn,Yuumi
Rengar,Jarvan IV,Viktor,Sett,Taric
Urgot,Ekko,Cassiopeia,Miss Fortune,Yuumi
Garen,Elise,Ahri,Jinx,Thresh
Akali,Lee Sin,Xerath,Vayne,Yuumi
Sylas,Dr. Mundo,Lux,Jinx,Rakan
Ornn,Olaf,Cassiopeia,Ezreal,Yuumi
Illaoi,Amumu,Zoe,Miss Fortune,Leona
Ornn,Skarner,Gangplank,Aphelios,Zilean
Cho'Gath,Lee Sin,Yasuo,Vayne,Thresh
Sett,Ivern,Kayle,Aphelios,Yuumi
Malphite,Elise,Azir,Ezreal,Soraka
Neeko,Warwick,Katarina,Ezreal,Leona
Irelia,Sejuani,Vladimir,Vayne,Yuumi
Garen,Kha'Zix,Diana,Senna,Leona
Aatrox,Elise,Yasuo,Syndra,Yuumi
Riven,Taliyah,Lee Sin,Viktor,Blitzcrank
Darius,Rek'Sai,Vel'Koz,Ezreal,Senna
Kassadin,Sett,Garen,Miss Fortune,Neeko
Fiora,Rek'Sai,Lux,Ziggs,Yuumi
Tryndamere,Shyvana,Zed,Kai'Sa,Zyra
Malphite,Pantheon,Vel'Koz,Ezreal,Blitzcrank
Camille,Elise,Fizz,Miss Fortune,Blitzcrank
Riven,Kha'Zix,Pyke,Xayah,Rakan
Shen,Lee Sin,Kassadin,Senna,Taric
Aurelion Sol,Nunu & Willump,Kled,Xayah,Thresh
Renekton,Sejuani,Xerath,Miss Fortune,Soraka
Jayce,Ekko,Katarina,Varus,Morgana
Ornn,Master Yi,Cassiopeia,Senna,Lux
Darius,Kindred,Swain,Jhin,Morgana
Renekton,Gragas,Fizz,Jinx,Morgana
Malphite,Kha'Zix,Qiyana,Yasuo,Thresh
Darius,Zac,Vladimir,Ashe,Nautilus
Shen,Rek'Sai,Ahri,Senna,Brand
Ornn,Ekko,Yasuo,Senna,Rakan
Vladimir,Lee Sin,Irelia,Heimerdinger,Brand
Fiora,Ornn,Corki,Ezreal,Bard
Singed,Lee Sin,Yasuo,Vayne,Shen
Rengar,Elise,Camille,Twitch,Brand
Jax,Lee Sin,Azir,Jhin,Nami
Gnar,Master Yi,Katarina,Miss Fortune,Brand
Yorick,Sejuani,Diana,Yasuo,Thresh
Yorick,Shyvana,Rumble,Xerath,Leona
Sett,Elise,Ashe,Miss Fortune,Shaco
Ornn,Skarner,Soraka,Jinx,Brand
Shen,Sett,Lux,Xayah,Blitzcrank
Tryndamere,Elise,Zed,Kai'Sa,Thresh
Renekton,Zac,Pantheon,Tristana,Zyra
Tryndamere,Zac,Anivia,Jinx,Pyke
Shen,Dr. Mundo,Kassadin,Draven,Swain
Jax,Nocturne,Xerath,Senna,Yuumi
Ornn,Gragas,Qiyana,Vayne,Karma
Maokai,Nocturne,Ryze,Xayah,Rakan
Zac,Olaf,Syndra,Quinn,Yuumi
Riven,Sylas,Cassiopeia,Lucian,Senna
Yasuo,Lee Sin,Lux,Miss Fortune,Nautilus
Cho'Gath,Ekko,Vel'Koz,Caitlyn,Zyra
Teemo,Shyvana,Fizz,Tristana,Morgana
Fiora,Shaco,Ahri,Aphelios,Nautilus
Sylas,Jax,Akali,Caitlyn,Blitzcrank
Shen,Jarvan IV,Katarina,Varus,Senna
Cho'Gath,Evelynn,Yasuo,Ezreal,Yuumi
Gnar,Kha'Zix,Cassiopeia,Miss Fortune,Nautilus
Kennen,Jax,Ahri,Caitlyn,Leona
Sett,Amumu,Viktor,Varus,Thresh
Gnar,Master Yi,Lulu,Ashe,Leona
Zed,Evelynn,Camille,Caitlyn,Pyke
Poppy,Zac,Qiyana,Draven,Swain
Shen,Shaco,Anivia,Miss Fortune,Caitlyn
Sett,Evelynn,Yasuo,Tristana,Thresh
Rengar,Shyvana,Vel'Koz,Jhin,Soraka
Skarner,Rammus,Ekko,Caitlyn,Thresh
Teemo,Zac,Zed,Yasuo,Taric
Ornn,Sylas,Katarina,Kai'Sa,Galio
Malphite,Rek'Sai,Syndra,Senna,Soraka
Garen,Ekko,Ahri,Miss Fortune,Morgana
Ornn,Lee Sin,Cassiopeia,Jinx,Soraka
Jax,Olaf,Yasuo,Ezreal,Karma
Fiora,Diana,Camille,Xayah,Thresh
Sion,Sylas,Vel'Koz,Aphelios,Pyke
Maokai,Graves,Galio,Sivir,Yuumi
Riven,Rammus,Orianna,Caitlyn,Janna
Orianna,Kha'Zix,Tristana,Aphelios,Thresh
Ahri,Rammus,Zed,Caitlyn,Janna
Shen,Graves,Ekko,Kai'Sa,Thresh
Darius,Rengar,Orianna,Ezreal,Nautilus
Garen,Ivern,Katarina,Aphelios,Janna
Fiora,Ekko,Quinn,Ezreal,Karma
Maokai,Ekko,Vladimir,Ezreal,Thresh
Volibear,Zac,Katarina,Ashe,Leona
Wukong,Nidalee,Kennen,Jinx,Sona
Renekton,Zac,Rumble,Draven,Thresh
Garen,Master Yi,Vladimir,Kog'Maw,Lulu
Wukong,Trundle,Kassadin,Vayne,Soraka
Fiora,Dr. Mundo,Viktor,Ezreal,Thresh
Teemo,Hecarim,Annie,Sivir,Karma
Maokai,Olaf,Neeko,Varus,Leona
Aatrox,Fiddlesticks,Corki,Vayne,Karma
Volibear,Nidalee,LeBlanc,Aphelios,Lulu
Poppy,Jarvan IV,Twisted Fate,Tristana,Morgana
Gragas,Nocturne,Galio,Ezreal,Pyke
Soraka,Hecarim,Fizz,Lux,Leona
Sion,Kayn,Corki,Soraka,Senna
Renekton,Fiddlesticks,Ekko,Caitlyn,Leona
Rumble,Nunu & Willump,Kassadin,Ezreal,Blitzcrank
Karma,Zac,Twisted Fate,Caitlyn,Morgana
Darius,Lee Sin,Ryze,Jhin,Zilean
Teemo,Trundle,Twisted Fate,Ezreal,Yuumi
Darius,Ekko,Zed,Caitlyn,Senna
Gnar,Jarvan IV,Akali,Kog'Maw,Lulu
Malphite,Wukong,Diana,Ezreal,Nami
