id,team,champions,win
5994-7404,Red,"['Renekton', 'Elise', 'Pantheon', 'Syndra', 'Blitzcrank']",1
5995-7405,Blue,"['Aatrox', ""Rek'Sai"", 'Diana', 'Senna', 'Tahm Kench']",0
5995-7405,Red,"['Rumble', 'Jarvan IV', 'Cassiopeia', 'Kalista', 'Thresh']",1
5995-7406,Blue,"['Aatrox', 'Olaf', 'Azir', 'Lucian', 'Braum']",0
5995-7406,Red,"['Ornn', 'Kindred', 'Rumble', 'Varus', 'Thresh']",1
5995-7407,Blue,"['Mordekaiser', 'Jarvan IV', 'LeBlanc', 'Kalista', 'Thresh']",0
5995-7407,Red,"['Ornn', 'Lee Sin', 'Galio', 'Miss Fortune', 'Blitzcrank']",1
5996-7408,Blue,"['Aatrox', 'Trundle', 'Kassadin', 'Miss Fortune', 'Nautilus']",1
5996-7408,Red,"['Kalista', 'Jarvan IV', 'Rumble', 'Varus', 'Braum']",0
5996-7409,Blue,"['Aatrox', 'Pantheon', 'LeBlanc', 'Miss Fortune', 'Nautilus']",1
5996-7409,Red,"['Ornn', 'Jarvan IV', 'Zoe', 'Varus', 'Leona']",0
5996-7410,Blue,"['Aatrox', 'Sejuani', 'Twisted Fate', 'Aphelios', 'Leona']",1
5996-7410,Red,"['Mordekaiser', 'Pantheon', 'Zoe', ""Kai'Sa"", 'Nautilus']",0
5997-7411,Blue,"['Mordekaiser', 'Sejuani', 'Irelia', 'Aphelios', 'Thresh']",0
5997-7411,Red,"['Gangplank', 'Elise', 'Zoe', 'Senna', 'Tahm Kench']",1
5997-7412,Blue,"['Aatrox', 'Elise', 'Jayce', 'Varus', 'Yuumi']",1
5997-7412,Red,"['Renekton', 'Gragas', 'Lucian', 'Senna', 'Tahm Kench']",0
5998-7413,Blue,"['Aatrox', 'Trundle', 'Viktor', 'Aphelios', 'Nautilus']",1
5998-7413,Red,"['Sett', 'Olaf', 'Taliyah', 'Ezreal', 'Yuumi']",0
5998-7414,Blue,"['Renekton', 'Ekko', 'Azir', 'Miss Fortune', 'Leona']",0
5998-7414,Red,"['Mordekaiser', 'Elise', 'Pantheon', 'Varus', 'Nautilus']",1
5999-7415,Blue,"['Renekton', ""Rek'Sai"", 'LeBlanc', 'Varus', 'Thresh']",1
5999-7415,Red,"['Sett', 'Lee Sin', 'Nautilus', ""Kai'Sa"", 'Blitzcrank']",0
5999-7416,Blue,"['Aatrox', 'Ekko', 'Qiyana', 'Varus', 'Thresh']",0
5999-7416,Red,"['Sett', 'Elise', 'Pantheon', 'Miss Fortune', 'Nautilus']",1
5999-7417,Blue,"['Mordekaiser', 'Lee Sin', 'Sylas', 'Aphelios', 'Rakan']",1
5999-7417,Red,"['Fiora', 'Elise', 'Irelia', 'Ezreal', 'Alistar']",0
6000-7418,Blue,"['Renekton', 'Gragas', 'Cassiopeia', ""Kai'Sa"", 'Nautilus']",0
6000-7418,Red,"['Aatrox', ""Rek'Sai"", 'Kassadin', 'Varus', 'Leona']",1
6000-7419,Blue,"['Aatrox', 'Jarvan IV', 'LeBlanc', 'Varus', 'Leona']",1
6000-7419,Red,"['Mordekaiser', 'Olaf', 'Lissandra', ""Kai'Sa"", 'Thresh']",0
6001-7420,Blue,"['Ornn', 'Olaf', 'Rumble', ""Kai'Sa"", 'Sett']",1
6001-7420,Red,"['Aatrox', 'Sejuani', 'Corki', 'Miss Fortune', 'Nautilus']",0
6001-7421,Blue,"['Renekton', 'Sejuani', 'Corki', 'Miss Fortune', 'Braum']",1
6001-7421,Red,"['Ornn', 'Jarvan IV', 'Aurelion Sol', 'Varus', 'Leona']",0
6001-7422,Blue,"['Aatrox', 'Sejuani', 'Cassiopeia', 'Miss Fortune', 'Blitzcrank']",0
6001-7422,Red,"['Ornn', 'Ekko', 'Pantheon', 'Kalista', 'Thresh']",1
6002-7423,Blue,"['Aatrox', 'Olaf', 'LeBlanc', 'Senna', 'Tahm Kench']",1
6002-7423,Red,"['Ornn', 'Elise', 'Qiyana', 'Kalista', 'Taric']",0
6002-7424,Blue,"['Sett', 'Trundle', 'Lissandra', ""Kai'Sa"", 'Taric']",0
6002-7424,Red,"['Mordekaiser', 'Sejuani', 'Irelia', 'Kalista', 'Rakan']",1
6003-7425,Blue,"['Sett', 'Sejuani', 'Kled', 'Miss Fortune', 'Leona']",1
6003-7425,Red,"['Aatrox', 'Sylas', 'Vladimir', 'Varus', 'Nautilus']",0
6003-7426,Blue,"['Sett', 'Lee Sin', 'LeBlanc', 'Caitlyn', 'Morgana']",0
6003-7426,Red,"['Mordekaiser', 'Elise', 'Renekton', 'Miss Fortune', 'Nautilus']",1
6003-7427,Blue,"['Irelia', 'Sejuani', 'Sylas', 'Miss Fortune', 'Leona']",0
6003-7427,Red,"['Mordekaiser', 'Trundle', 'Kled', 'Kalista', 'Braum']",1
6004-7428,Blue,"['Aatrox', 'Trundle', 'Azir', ""Kai'Sa"", 'Sett']",1
6004-7428,Red,"['Ornn', 'Jarvan IV', 'Corki', 'Varus', 'Bard']",0
6004-7429,Blue,"['Aatrox', 'Sylas', 'Qiyana', ""Kai'Sa"", 'Sett']",0
6004-7429,Red,"['Maokai', 'Jarvan IV', 'Azir', 'Varus', 'Nautilus']",1
6004-7430,Blue,"['Sett', 'Elise', 'Corki', 'Miss Fortune', 'Bard']",0
6004-7430,Red,"['Maokai', 'Jarvan IV', 'Azir', 'Varus', 'Blitzcrank']",1
6005-7431,Blue,"['Sett', 'Gragas', 'Irelia', 'Varus', 'Braum']",1
6005-7431,Red,"['Mordekaiser', 'Lee Sin', 'Ornn', 'Senna', 'Rumble']",0
6005-7432,Blue,"['Renekton', 'Sylas', 'Lucian', 'Varus', 'Braum']",0
6005-7432,Red,"['Ornn', 'Jarvan IV', 'Syndra', 'Miss Fortune', 'Nautilus']",1
6006-7433,Blue,"['Renekton', 'Sejuani', 'Azir', 'Senna', 'Tahm Kench']",1
6006-7433,Red,"['Sett', 'Jarvan IV', 'Syndra', 'Varus', 'Thresh']",0
6006-7434,Blue,"['Kled', 'Sejuani', 'Azir', 'Senna', 'Tahm Kench']",1
6006-7434,Red,"['Sett', 'Jarvan IV', 'Taliyah', 'Varus', 'Thresh']",0
6007-7435,Blue,"['Sett', 'Jarvan IV', 'Corki', 'Miss Fortune', 'Nautilus']",0
6007-7435,Red,"['Aatrox', 'Gragas', 'Rumble', 'Varus', 'Thresh']",1
6007-7436,Blue,"['Ornn', 'Lee Sin', 'Vladimir', 'Kalista', 'Thresh']",0
6007-7436,Red,"['Maokai', 'Jarvan IV', 'Azir', 'Varus', 'Alistar']",1
6007-7437,Blue,"['Aatrox', 'Ekko', 'Pantheon', ""Kai'Sa"", 'Nautilus']",0
6007-7437,Red,"['Maokai', 'Jarvan IV', 'Rumble', 'Miss Fortune', 'Leona']",1
6008-7438,Blue,"['Ornn', 'Lee Sin', 'Varus', 'Caitlyn', 'Morgana']",1
6008-7438,Red,"['Renekton', 'Ekko', 'Talon', 'Xayah', 'Rakan']",0
6008-7439,Blue,"['Rumble', 'Nidalee', 'Jayce', 'Varus', 'Braum']",1
6008-7439,Red,"['Renekton', 'Lee Sin', 'Zoe', 'Xayah', 'Rakan']",0
6009-7440,Blue,"['Renekton', 'Sejuani', 'Kassadin', 'Kalista', 'Taric']",0
6009-7440,Red,"['Ornn', 'Jarvan IV', 'Cassiopeia', 'Varus', 'Nautilus']",1
6009-7441,Blue,"['Camille', 'Lee Sin', 'LeBlanc', 'Varus', 'Blitzcrank']",0
6009-7441,Red,"['Ornn', 'Jarvan IV', 'Lissandra', 'Miss Fortune', 'Thresh']",1
6010-7442,Blue,"['Aatrox', 'Jarvan IV', 'Ekko', 'Senna', 'Tahm Kench']",0
6010-7442,Red,"['Renekton', 'Gragas', 'Zoe', 'Miss Fortune', 'Yuumi']",1
6010-7443,Blue,"['Renekton', 'Elise', 'Ziggs', 'Varus', 'Leona']",1
6010-7443,Red,"['Ornn', 'Jarvan IV', 'Neeko', ""Kai'Sa"", 'Nautilus']",0
6011-7444,Blue,"['Gangplank', 'Elise', 'Diana', 'Pantheon', 'Senna']",0
6011-7444,Red,"['Mordekaiser', ""Rek'Sai"", 'Azir', 'Varus', 'Nautilus']",1
6011-7445,Blue,"['Gangplank', 'Jarvan IV', 'Rumble', 'Senna', 'Nautilus']",1
6011-7445,Red,"['Mordekaiser', ""Rek'Sai"", 'Sylas', 'Varus', 'Thresh']",0
6011-7446,Blue,"['Ornn', 'Jarvan IV', 'Kassadin', 'Senna', 'Nautilus']",1
6011-7446,Red,"['Mordekaiser', ""Rek'Sai"", 'Azir', 'Varus', 'Braum']",0
6036-7447,Blue,"['Renekton', ""Rek'Sai"", 'Sylas', 'Kalista', 'Taric']",0
6036-7447,Red,"['Mordekaiser', 'Olaf', 'LeBlanc', 'Varus', 'Sett']",1
6036-7448,Blue,"['Aatrox', 'Trundle', 'Azir', 'Miss Fortune', 'Nautilus']",0
6036-7448,Red,"['Ornn', 'Olaf', 'Kassadin', ""Kai'Sa"", 'Taric']",1
6036-7449,Blue,"['Ornn', 'Olaf', 'Neeko', 'Kalista', 'Taric']",1
6036-7449,Red,"['Mordekaiser', 'Trundle', 'Syndra', 'Miss Fortune', 'Bard']",0
6037-7450,Blue,"['Aatrox', 'Lee Sin', 'Sylas', 'Kalista', 'Nautilus']",0
6037-7450,Red,"['Fiora', 'Elise', 'Sett', ""Kai'Sa"", 'Leona']",1
6037-7451,Blue,"['Aatrox', 'Lee Sin', 'Rumble', 'Miss Fortune', 'Leona']",1
6037-7451,Red,"['Qiyana', 'Jarvan IV', 'Syndra', 'Kalista', 'Alistar']",0
6038-7452,Blue,"['Renekton', 'Lee Sin', 'LeBlanc', 'Kalista', 'Taric']",1
6038-7452,Red,"['Aatrox', 'Jarvan IV', 'Lissandra', 'Miss Fortune', 'Alistar']",0
6038-7453,Blue,"['Renekton', 'Gragas', 'Azir', 'Varus', 'Tahm Kench']",1
6038-7453,Red,"['Sett', 'Sylas', 'Zoe', 'Xayah', 'Rakan']",0
6038-7454,Blue,"['Ornn', 'Olaf', 'Syndra', 'Caitlyn', 'Thresh']",1
6038-7454,Red,"['Mordekaiser', 'Nidalee', 'Sett', 'Miss Fortune', 'Braum']",0
6039-7455,Blue,"['Ornn', 'Jarvan IV', 'Corki', 'Varus', 'Thresh']",1
6039-7455,Red,"['Sett', ""Rek'Sai"", 'Azir', ""Kai'Sa"", 'Nautilus']",0
6039-7456,Blue,"['Ornn', 'Elise', 'Pantheon', 'Varus', 'Thresh']",0
6039-7456,Red,"['Sett', 'Gragas', 'Irelia', ""Kai'Sa"", 'Nautilus']",1
6039-7457,Blue,"['Ornn', ""Rek'Sai"", 'Azir', 'Varus', 'Thresh']",0
6039-7457,Red,"['Sett', 'Jarvan IV', 'Corki', ""Kai'Sa"", 'Nautilus']",1
6040-7458,Blue,"['Ornn', 'Qiyana', 'Neeko', 'Varus', 'Thresh']",1
6040-7458,Red,"['Renekton', 'Jarvan IV', 'Rumble', ""Kai'Sa"", 'Blitzcrank']",0
6040-7459,Blue,"['Ornn', 'Olaf', 'Zoe', 'Miss Fortune', 'Karma']",0
6040-7459,Red,"['Aatrox', 'Lee Sin', 'LeBlanc', 'Senna', 'Taric']",1
6041-7460,Blue,"['Sett', 'Jarvan IV', 'Diana', 'Varus', 'Nautilus']",1
6041-7460,Red,"['Aatrox', 'Elise', 'Zoe', 'Miss Fortune', 'Taric']",0
6041-7461,Blue,"['Sett', 'Jarvan IV', 'Zoe', 'Miss Fortune', 'Nautilus']",0
6041-7461,Red,"['Aatrox', ""Rek'Sai"", 'Diana', 'Varus', 'Thresh']",1
6042-7462,Blue,"['Renekton', 'Olaf', 'Kassadin', 'Kalista', 'Braum']",1
6042-7462,Red,"['Ornn', 'Trundle', 'Rumble', 'Miss Fortune', 'Sett']",0
6042-7463,Blue,"['Renekton', 'Olaf', 'Corki', 'Kalista', 'Nautilus']",0
6042-7463,Red,"['Ornn', ""Rek'Sai"", 'Azir', 'Miss Fortune', 'Sett']",1
6042-7464,Blue,"['Wukong', 'Olaf', 'LeBlanc', 'Varus', 'Tahm Kench']",1
6042-7464,Red,"['Sett', 'Lee Sin', 'Corki', 'Kalista', 'Nautilus']",0
6043-7465,Blue,"['Aatrox', 'Lee Sin', 'LeBlanc', 'Varus', 'Leona']",0
6043-7465,Red,"['Wukong', ""Rek'Sai"", 'Sylas', 'Senna', 'Nautilus']",1
6043-7466,Blue,"['Sett', 'Trundle', 'Zoe', 'Varus', 'Braum']",1
6043-7466,Red,"['Renekton', 'Olaf', 'Kassadin', 'Syndra', 'Nautilus']",0
6044-7467,Blue,"['Renekton', 'Sejuani', 'Zoe', 'Aphelios', 'Braum']",1
6044-7467,Red,"['Ornn', 'Jarvan IV', 'Azir', 'Miss Fortune', 'Leona']",0
6044-7468,Blue,"['Renekton', 'Jarvan IV', 'Rumble', 'Kalista', 'Leona']",1
6044-7468,Red,"['Mordekaiser', 'Sejuani', 'Aatrox', 'Varus', 'Braum']",0
6044-7469,Blue,"['Renekton', 'Olaf', 'Sylas', 'Kalista', 'Taric']",1
6044-7469,Red,"['Mordekaiser', 'Jarvan IV', 'Rumble', 'Varus', 'Nautilus']",0
6045-7470,Blue,"['Sett', ""Rek'Sai"", 'Corki', 'Senna', 'Tahm Kench']",1
6045-7470,Red,"['Poppy', 'Jarvan IV', 'Azir', 'Miss Fortune', 'Yuumi']",0
6045-7471,Blue,"['Aatrox', 'Jarvan IV', 'LeBlanc', ""Kai'Sa"", 'Sett']",0
6045-7471,Red,"['Renekton', 'Kindred', 'Azir', 'Miss Fortune', 'Braum']",1
6046-7472,Blue,"['Maokai', 'Lee Sin', 'Syndra', 'Varus', 'Tahm Kench']",0
6046-7472,Red,"['Ornn', 'Jarvan IV', 'Ekko', 'Miss Fortune', 'Rakan']",1
6046-7473,Blue,"['Renekton', 'Lee Sin', 'Zoe', 'Aphelios', 'Nautilus']",0
6046-7473,Red,"['Mordekaiser', 'Jarvan IV', 'Syndra', 'Kalista', 'Leona']",1
6046-7474,Blue,"['Renekton', 'Trundle', 'LeBlanc', 'Varus', 'Nautilus']",0
6046-7474,Red,"['Aatrox', 'Jarvan IV', 'Rumble', 'Miss Fortune', 'Leona']",1
6047-7475,Blue,"['Renekton', ""Rek'Sai"", 'LeBlanc', 'Varus', 'Thresh']",0
6047-7475,Red,"['Maokai', 'Jarvan IV', 'Lissandra', 'Miss Fortune', 'Nautilus']",1
6047-7476,Blue,"['Sett', 'Sejuani', 'Azir', 'Varus', 'Braum']",1
6047-7476,Red,"['Renekton', 'Nidalee', 'Neeko', ""Kai'Sa"", 'Nautilus']",0
6048-7477,Blue,"['Aatrox', 'Nidalee', 'Neeko', 'Senna', 'Braum']",1
6048-7477,Red,"['Maokai', 'Jarvan IV', 'Kassadin', 'Aphelios', 'Nautilus']",0
6048-7478,Blue,"['Renekton', ""Rek'Sai"", 'Lissandra', 'Senna', 'Nautilus']",0
6048-7478,Red,"['Quinn', 'Lee Sin', 'LeBlanc', 'Aphelios', 'Leona']",1
6049-7479,Blue,"['Renekton', 'Elise', 'Syndra', 'Miss Fortune', 'Nautilus']",1
6049-7479,Red,"['Wukong', 'Olaf', 'Kassadin', 'Varus', 'Leona']",0
6049-7480,Blue,"['Renekton', 'Elise', 'Syndra', 'Miss Fortune', 'Nautilus']",1
6049-7480,Red,"['Wukong', 'Olaf', 'Kassadin', 'Varus', 'Leona']",0
6050-7682,Blue,"['Renekton', 'Trundle', 'Zoe', 'Varus', 'Thresh']",1
6050-7682,Red,"['Ornn', ""Rek'Sai"", 'Syndra', 'Miss Fortune', 'Leona']",0
6050-7683,Blue,"['Ornn', 'Lee Sin', 'Corki', 'Senna', 'Nautilus']",1
6050-7683,Red,"['Renekton', 'Trundle', 'Sylas', 'Varus', 'Morgana']",0
6050-7684,Blue,"['Wukong', 'Lee Sin', 'Azir', 'Miss Fortune', 'Leona']",1
6050-7684,Red,"['Hecarim', 'Elise', 'Pantheon', 'Kalista', 'Taric']",0
6051-7685,Blue,"['Ornn', 'Kindred', 'Rumble', 'Varus', 'Leona']",0
6051-7685,Red,"['Mordekaiser', 'Trundle', 'Cassiopeia', 'Miss Fortune', 'Taric']",1
6051-7686,Blue,"['Mordekaiser', 'Trundle', 'Kled', 'Miss Fortune', 'Taric']",0
6051-7686,Red,"['Renekton', 'Jarvan IV', 'Galio', 'Varus', 'Nautilus']",1
6051-7687,Blue,"['Renekton', 'Jarvan IV', 'Galio', 'Ashe', 'Nautilus']",1
6051-7687,Red,"['Mordekaiser', 'Trundle', 'Corki', 'Varus', 'Taric']",0
6052-7688,Blue,"['Mordekaiser', 'Lee Sin', 'Rumble', 'Varus', 'Blitzcrank']",0
6052-7688,Red,"['Aatrox', 'Gragas', 'Sylas', 'Miss Fortune', 'Thresh']",1
6052-7689,Blue,"['Ornn', ""Rek'Sai"", 'Syndra', 'Aphelios', 'Braum']",1
6052-7689,Red,"['Renekton', 'Elise', 'Azir', 'Miss Fortune', 'Rakan']",0
6053-7481,Blue,"['Mordekaiser', 'Trundle', 'LeBlanc', 'Kalista', 'Taric']",1
6053-7481,Red,"['Wukong', 'Sejuani', 'Kassadin', 'Varus', 'Tahm Kench']",0
6053-7482,Blue,"['Wukong', 'Jarvan IV', 'Rumble', 'Varus', 'Thresh']",0
6053-7482,Red,"['Sett', 'Elise', 'Lucian', 'Syndra', 'Blitzcrank']",1
6054-7485,Blue,"['Sett', ""Rek'Sai"", 'LeBlanc', 'Aphelios', 'Taric']",0
6054-7485,Red,"['Ornn', 'Jarvan IV', 'Kassadin', 'Kalista', 'Leona']",1
6054-7487,Blue,"['Mordekaiser', 'Jarvan IV', 'Azir', 'Kalista', 'Taric']",1
6054-7487,Red,"['Ornn', 'Trundle', 'Corki', 'Aphelios', 'Braum']",0
6054-7489,Blue,"['Ornn', 'Gragas', 'Irelia', 'Kalista', 'Taric']",1
6054-7489,Red,"['Maokai', 'Trundle', 'Zoe', 'Aphelios', 'Thresh']",0
6055-7493,Blue,"['Ornn', ""Rek'Sai"", 'Rumble', 'Miss Fortune', 'Rakan']",1
6055-7493,Red,"['Sylas', 'Jarvan IV', 'Orianna', 'Varus', 'Braum']",0
6055-7494,Blue,"['Mordekaiser', 'Olaf', 'Rumble', 'Miss Fortune', 'Nautilus']",0
6055-7494,Red,"['Vayne', 'Lee Sin', 'Neeko', 'Varus', 'Thresh']",1
6055-7495,Blue,"['Mordekaiser', 'Lee Sin', 'Rumble', 'Miss Fortune', 'Nautilus']",0
6055-7495,Red,"['Aatrox', 'Trundle', 'Neeko', 'Varus', 'Braum']",1
6056-7496,Blue,"['Renekton', 'Sejuani', 'Syndra', 'Varus', 'Tahm Kench']",0
6056-7496,Red,"['Mordekaiser', 'Jarvan IV', 'Kassadin', 'Kalista', 'Taric']",1
6056-7497,Blue,"['Wukong', 'Lee Sin', 'Rumble', 'Varus', 'Nautilus']",0
6056-7497,Red,"['Aatrox', 'Jarvan IV', 'Sylas', 'Miss Fortune', 'Thresh']",1
6057-7499,Blue,"['Mordekaiser', 'Lee Sin', 'Syndra', 'Kalista', 'Taric']",1
6057-7499,Red,"['Sett', ""Rek'Sai"", 'Sylas', 'Senna', 'Tahm Kench']",0
6057-7501,Blue,"['Wukong', 'Sejuani', 'Sylas', 'Varus', 'Tahm Kench']",1
6057-7501,Red,"['Maokai', 'Lee Sin', 'LeBlanc', 'Miss Fortune', 'Bard']",0
6057-7503,Blue,"['Ornn', 'Trundle', 'Azir', 'Kalista', 'Nautilus']",1
6057-7503,Red,"['Renekton', 'Sejuani', 'Akali', 'Miss Fortune', 'Braum']",0
6058-7507,Blue,"['Vladimir', 'Gragas', 'Irelia', 'Kalista', 'Taric']",1
6058-7507,Red,"['Ornn', 'Graves', 'Azir', 'Senna', 'Maokai']",0
6058-7510,Blue,"['Wukong', 'Lee Sin', 'LeBlanc', 'Kalista', 'Alistar']",1
6058-7510,Red,"['Malphite', 'Jarvan IV', 'Galio', 'Miss Fortune', 'Nautilus']",0
6058-7511,Blue,"['Mordekaiser', 'Jarvan IV', 'Syndra', 'Varus', 'Yuumi']",1
6058-7511,Red,"['Ornn', ""Rek'Sai"", 'Azir', 'Senna', 'Tahm Kench']",0
6059-7512,Blue,"['Ornn', 'Jarvan IV', 'Azir', 'Miss Fortune', 'Nautilus']",0
6059-7512,Red,"['Aatrox', 'Lee Sin', 'Corki', 'Varus', 'Braum']",1
6059-7513,Blue,"['Wukong', 'Jarvan IV', 'LeBlanc', 'Varus', 'Nautilus']",0
6059-7513,Red,"['Jax', 'Olaf', 'Galio', ""Kai'Sa"", 'Sett']",1
6059-7515,Blue,"['Renekton', 'Jarvan IV', 'LeBlanc', 'Varus', 'Nautilus']",0
6059-7515,Red,"['Mordekaiser', 'Kindred', 'Galio', ""Kai'Sa"", 'Sett']",1
6060-7518,Blue,"['Renekton', 'Trundle', 'Azir', 'Aphelios', 'Janna']",0
6060-7518,Red,"['Ornn', 'Kindred', 'Corki', 'Kalista', 'Taric']",1
6060-7520,Blue,"['Sett', 'Sylas', 'Azir', 'Kalista', 'Taric']",1
6060-7520,Red,"['Ornn', 'Lee Sin', 'Rumble', 'Varus', 'Janna']",0
6061-7523,Blue,"['Aatrox', 'Trundle', 'Corki', 'Aphelios', 'Braum']",1
6061-7523,Red,"['Qiyana', 'Olaf', 'LeBlanc', 'Kalista', 'Taric']",0
6061-7525,Blue,"['Mordekaiser', ""Rek'Sai"", 'Zoe', 'Kalista', 'Thresh']",0
6061-7525,Red,"['Aatrox', 'Jarvan IV', 'Kassadin', 'Varus', 'Braum']",1
6062-7526,Blue,"['Wukong', 'Nidalee', 'Jayce', 'Kalista', 'Sett']",0
6062-7526,Red,"['Malphite', 'Olaf', 'LeBlanc', 'Aphelios', 'Taric']",1
6062-7527,Blue,"['Renekton', 'Trundle', 'Sylas', 'Varus', 'Tahm Kench']",0
6062-7527,Red,"['Sett', 'Elise', 'Irelia', 'Senna', 'Maokai']",1
6062-7530,Blue,"['Ornn', 'Gragas', 'Qiyana', 'Varus', 'Tahm Kench']",0
6062-7530,Red,"['Renekton', ""Rek'Sai"", 'Sylas', 'Kalista', 'Thresh']",1
6063-7533,Blue,"['Ornn', 'Olaf', 'Corki', 'Aphelios', 'Braum']",1
6063-7533,Red,"['Akali', 'Trundle', 'Azir', 'Kalista', 'Taric']",0
6063-7537,Blue,"['Wukong', 'Elise', 'Azir', 'Aphelios', 'Braum']",1
6063-7537,Red,"['Renekton', 'Sett', 'Akali', 'Kalista', 'Taric']",0
6064-7540,Blue,"['Wukong', 'Ekko', 'Pantheon', 'Miss Fortune', 'Braum']",1
6064-7540,Red,"['Renekton', ""Rek'Sai"", 'Syndra', ""Kai'Sa"", 'Rakan']",0
6064-7542,Blue,"['Aatrox', 'Olaf', 'Neeko', 'Kalista', 'Rakan']",1
6064-7542,Red,"['Renekton', ""Rek'Sai"", 'Diana', 'Varus', 'Taric']",0
6064-7544,Blue,"['Renekton', 'Elise', 'Zoe', 'Xayah', 'Rakan']",0
6064-7544,Red,"['Wukong', 'Olaf', 'Aurelion Sol', 'Miss Fortune', 'Alistar']",1
6065-7545,Blue,"['Wukong', 'Lee Sin', 'Azir', 'Senna', 'Nautilus']",1
6065-7545,Red,"['Sett', 'Trundle', 'Sylas', 'Varus', 'Braum']",0
6065-7546,Blue,"['Ornn', 'Kindred', 'Azir', 'Senna', 'Tahm Kench']",1
6065-7546,Red,"['Vladimir', 'Lee Sin', 'Syndra', 'Kalista', 'Sett']",0
6066-7547,Blue,"['Ornn', 'Lee Sin', 'Azir', 'Kalista', 'Taric']",1
6066-7547,Red,"['Aatrox', 'Olaf', 'LeBlanc', 'Aphelios', 'Thresh']",0
6066-7548,Blue,"['Ornn', 'Jarvan IV', 'Syndra', 'Kalista', 'Taric']",1
6066-7548,Red,"['Sylas', 'Olaf', 'Zoe', 'Aphelios', 'Nautilus']",0
6067-7549,Blue,"['Ornn', ""Rek'Sai"", 'Azir', 'Kalista', 'Bard']",1
6067-7549,Red,"['Sett', 'Trundle', 'Zilean', 'Aphelios', 'Braum']",0
6067-7550,Blue,"['Ornn', ""Rek'Sai"", 'Azir', 'Kalista', 'Thresh']",1
6067-7550,Red,"['Sett', 'Nidalee', 'Jayce', 'Aphelios', 'Braum']",0
6068-7551,Blue,"['Zoe', 'Lee Sin', 'Renekton', 'Varus', 'Leona']",0
6068-7551,Red,"['Aatrox', 'Jarvan IV', 'Cassiopeia', 'Miss Fortune', 'Nautilus']",1
6068-7552,Blue,"['Neeko', 'Lee Sin', 'Maokai', 'Varus', 'Braum']",0
6068-7552,Red,"['Wukong', ""Rek'Sai"", 'Zilean', 'Miss Fortune', 'Nautilus']",1
6069-7553,Blue,"['Camille', 'Elise', 'Renekton', 'Varus', 'Thresh']",1
6069-7553,Red,"['Aatrox', 'Sejuani', 'LeBlanc', 'Senna', 'Maokai']",0
6069-7554,Blue,"['Wukong', ""Rek'Sai"", 'LeBlanc', 'Varus', 'Rakan']",1
6069-7554,Red,"['Aatrox', 'Jarvan IV', 'Rumble', 'Miss Fortune', 'Leona']",0
6069-7555,Blue,"['Sylas', ""Rek'Sai"", 'Renekton', 'Varus', 'Braum']",0
6069-7555,Red,"['Ornn', 'Ekko', 'Aatrox', 'Miss Fortune', 'Nautilus']",1
6070-7556,Blue,"['Ornn', 'Olaf', 'Azir', 'Aphelios', 'Rakan']",0
6070-7556,Red,"['Sett', 'Sejuani', 'Kassadin', 'Kalista', 'Taric']",1
6070-7557,Blue,"['Mordekaiser', ""Rek'Sai"", 'Kassadin', 'Kalista', 'Taric']",0
6070-7557,Red,"['Sylas', 'Trundle', 'Vayne', 'Aphelios', 'Braum']",1
6071-7558,Blue,"['Wukong', 'Olaf', 'Zilean', 'Kindred', 'Taric']",0
6071-7558,Red,"['Ornn', 'Jarvan IV', 'Corki', 'Miss Fortune', 'Bard']",1
6071-7559,Blue,"['Maokai', 'Lee Sin', 'Azir', 'Senna', 'Nautilus']",1
6071-7559,Red,"['Ornn', 'Olaf', 'LeBlanc', 'Varus', 'Tahm Kench']",0
6072-7560,Blue,"['Mordekaiser', 'Graves', 'Rumble', 'Kalista', 'Sett']",0
6072-7560,Red,"['Wukong', 'Trundle', 'LeBlanc', 'Varus', 'Taric']",1
6072-7561,Blue,"['Wukong', 'Elise', 'Rumble', 'Kalista', 'Janna']",0
6072-7561,Red,"['Sett', 'Trundle', 'Kassadin', 'Varus', 'Taric']",1
6073-7562,Blue,"['Wukong', 'Jarvan IV', 'Zoe', 'Varus', 'Karma']",1
6073-7562,Red,"['Malphite', 'Sett', 'Syndra', 'Senna', 'Tahm Kench']",0
6073-7563,Blue,"['Sett', 'Olaf', 'Sylas', 'Aphelios', 'Thresh']",1
6073-7563,Red,"['Ornn', 'Gragas', 'Lucian', 'Senna', 'Nautilus']",0
6073-7564,Blue,"['Sett', 'Lee Sin', 'Syndra', 'Senna', 'Nautilus']",0
6073-7564,Red,"['Wukong', ""Rek'Sai"", 'Galio', 'Varus', 'Thresh']",1
6074-7565,Blue,"['Ornn', 'Sett', 'Corki', 'Miss Fortune', 'Thresh']",0
6074-7565,Red,"['Wukong', ""Rek'Sai"", 'Azir', 'Varus', 'Nautilus']",1
6074-7566,Blue,"['Wukong', 'Jarvan IV', 'Zoe', 'Miss Fortune', 'Leona']",1
6074-7566,Red,"['Malphite', 'Lee Sin', 'Azir', 'Varus', 'Thresh']",0
6074-7567,Blue,"['Ornn', 'Sett', 'Zoe', 'Miss Fortune', 'Thresh']",0
6074-7567,Red,"['Renekton', 'Elise', 'Syndra', 'Varus', 'Tahm Kench']",1
6075-7568,Blue,"['Ornn', 'Trundle', 'LeBlanc', ""Kai'Sa"", 'Sett']",0
